uid	tcga_12_3653_01a_01r_1849_01_bed	tcga_02_2486_01a_01r_1849_01_bed	tcga_28_1747_01c_01r_1850_01_bed	tcga_06_aabw_11a_31r_a36h_07_bed	tcga_02_0055_01a_01r_1849_01_bed	tcga_27_1832_01a_01r_1850_01_bed	tcga_06_0190_02a_01r_2005_01_bed	tcga_06_0138_01a_02r_1849_01_bed	tcga_02_2485_01a_01r_1849_01_bed	tcga_28_5218_01a_01r_1850_01_bed	tcga_14_2554_01a_01r_1850_01_bed	tcga_14_0781_01b_01r_1849_01_bed	tcga_27_2528_01a_01r_1850_01_bed	tcga_06_0645_01a_01r_1849_01_bed	tcga_28_2513_01a_01r_1850_01_bed	tcga_28_5213_01a_01r_1850_01_bed	tcga_06_0646_01a_01r_1849_01_bed	tcga_06_0211_02a_02r_2005_01_bed	tcga_15_1444_01a_02r_1850_01_bed	tcga_14_0789_01a_01r_1849_01_bed	tcga_12_0616_01a_01r_1849_01_bed	tcga_28_5216_01a_01r_1850_01_bed	tcga_19_5960_01a_11r_1850_01_bed	tcga_06_5416_01a_01r_1849_01_bed	tcga_06_2567_01a_01r_1849_01_bed	tcga_06_5418_01a_01r_1849_01_bed	tcga_32_5222_01a_01r_1850_01_bed	tcga_27_1830_01a_01r_1850_01_bed	tcga_06_0158_01a_01r_1849_01_bed	tcga_32_2616_01a_01r_1850_01_bed	tcga_19_1787_01b_01r_1850_01_bed	tcga_06_2562_01a_01r_1849_01_bed	tcga_06_5411_01a_01r_1849_01_bed	tcga_06_0238_01a_02r_1849_01_bed	tcga_14_1825_01a_01r_1850_01_bed	tcga_28_2499_01a_01r_1850_01_bed	tcga_06_0681_11a_41r_a36h_07_bed	tcga_28_5215_01a_01r_1850_01_bed	tcga_76_4925_01a_01r_1850_01_bed	tcga_06_0747_01a_01r_1849_01_bed	tcga_06_0211_01a_01r_1849_01_bed	tcga_12_0619_01a_01r_1849_01_bed	tcga_06_0680_11a_32r_a36h_07_bed	tcga_28_5207_01a_01r_1850_01_bed	tcga_28_5204_01a_01r_1850_01_bed	tcga_32_4213_01a_01r_1850_01_bed	tcga_06_0219_01a_01r_1849_01_bed	tcga_27_1837_01a_01r_1850_01_bed	tcga_06_5417_01a_01r_1849_01_bed	tcga_06_0686_01a_01r_1849_01_bed	tcga_19_1389_02a_21r_2005_01_bed	tcga_06_0129_01a_01r_1849_01_bed	tcga_28_5209_01a_01r_1850_01_bed	tcga_14_0817_01a_01r_1849_01_bed	tcga_06_2569_01a_01r_1849_01_bed	tcga_06_0210_01a_01r_1849_01_bed	tcga_12_0821_01a_01r_1849_01_bed	tcga_14_1034_01a_01r_1849_01_bed	tcga_06_0187_01a_01r_1849_01_bed	tcga_28_2514_01a_02r_1850_01_bed	tcga_12_3650_01a_01r_1849_01_bed	tcga_27_2524_01a_01r_1850_01_bed	tcga_19_2629_01a_01r_1850_01_bed	tcga_06_5856_01a_01r_1849_01_bed	tcga_28_5220_01a_01r_1850_01_bed	tcga_32_1970_01a_01r_1850_01_bed	tcga_06_0744_01a_01r_1849_01_bed	tcga_12_5299_01a_02r_1849_01_bed	tcga_19_0957_02a_11r_2005_01_bed	tcga_06_0139_01a_01r_1849_01_bed	tcga_14_0787_01a_01r_1849_01_bed	tcga_06_0678_11a_32r_a36h_07_bed	tcga_06_0649_01b_01r_1849_01_bed	tcga_14_1829_01a_01r_1850_01_bed	tcga_27_1831_01a_01r_1850_01_bed	tcga_32_2632_01a_01r_1850_01_bed	tcga_06_5858_01a_01r_1849_01_bed	tcga_14_1823_01a_01r_1849_01_bed	tcga_26_5135_01a_01r_1850_01_bed	tcga_06_0750_01a_01r_1849_01_bed	tcga_06_0141_01a_01r_1849_01_bed	tcga_06_0749_01a_01r_1849_01_bed	tcga_26_5133_01a_01r_1850_01_bed	tcga_26_5136_01b_01r_1850_01_bed	tcga_14_0790_01b_01r_1849_01_bed	tcga_76_4929_01a_01r_1850_01_bed	tcga_28_5208_01a_01r_1850_01_bed	tcga_32_2615_01a_01r_1850_01_bed	tcga_06_2561_01a_02r_1849_01_bed	tcga_27_2526_01a_01r_1850_01_bed	tcga_76_4928_01b_01r_1850_01_bed	tcga_28_2510_01a_01r_1850_01_bed	tcga_15_0742_01a_01r_1850_01_bed	tcga_41_5651_01a_01r_1850_01_bed	tcga_14_1402_02a_01r_2005_01_bed	tcga_06_2570_01a_01r_1849_01_bed	tcga_06_0156_01a_03r_1849_01_bed	tcga_27_2523_01a_01r_1850_01_bed	tcga_16_1045_01b_01r_1850_01_bed	tcga_06_0743_01a_01r_1849_01_bed	tcga_19_2625_01a_01r_1850_01_bed	tcga_32_2634_01a_01r_1850_01_bed	tcga_41_3915_01a_01r_1850_01_bed	tcga_06_0211_01b_01r_1849_01_bed	tcga_27_2521_01a_01r_1850_01_bed	tcga_32_1980_01a_01r_1850_01_bed	tcga_06_2563_01a_01r_1849_01_bed	tcga_27_2519_01a_01r_1850_01_bed	tcga_28_1753_01a_01r_1850_01_bed	tcga_06_0745_01a_01r_1849_01_bed	tcga_06_5408_01a_01r_1849_01_bed	tcga_16_0846_01a_01r_1850_01_bed	tcga_06_2564_01a_01r_1849_01_bed	tcga_76_4927_01a_01r_1850_01_bed	tcga_06_2557_01a_01r_1849_01_bed	tcga_06_2565_01a_01r_1849_01_bed	tcga_76_4931_01a_01r_1850_01_bed	tcga_06_0221_02a_11r_2005_01_bed	tcga_76_4926_01b_01r_1850_01_bed	tcga_12_1597_01b_01r_1849_01_bed	tcga_27_1834_01a_01r_1850_01_bed	tcga_06_0168_01a_01r_1849_01_bed	tcga_14_0871_01a_01r_1849_01_bed	tcga_06_0132_01a_02r_1849_01_bed	tcga_06_5414_01a_01r_1849_01_bed	tcga_12_5295_01a_01r_1849_01_bed	tcga_19_2620_01a_01r_1850_01_bed	tcga_32_2638_01a_01r_1850_01_bed	tcga_06_0878_01a_01r_1849_01_bed	tcga_06_0190_01a_01r_1849_01_bed	tcga_06_0174_01a_01r_1849_01_bed	tcga_06_0171_02a_11r_2005_01_bed	tcga_27_1835_01a_01r_1850_01_bed	tcga_06_2559_01a_01r_1849_01_bed	tcga_19_4065_01a_01r_2005_01_bed	tcga_06_2558_01a_01r_1849_01_bed	tcga_06_0184_01a_01r_1849_01_bed	tcga_14_0736_02a_01r_2005_01_bed	tcga_06_1804_01a_01r_1849_01_bed	tcga_06_0178_01a_01r_1849_01_bed	tcga_19_2619_01a_01r_1850_01_bed	tcga_06_0675_11a_32r_a36h_07_bed	tcga_76_4932_01a_01r_1850_01_bed	tcga_41_2572_01a_01r_1850_01_bed	tcga_02_0047_01a_01r_1849_01_bed	tcga_26_5132_01a_01r_1850_01_bed	tcga_26_5134_01a_01r_1850_01_bed	tcga_06_0130_01a_01r_1849_01_bed	tcga_06_0125_01a_01r_1849_01_bed	tcga_41_4097_01a_01r_1850_01_bed	tcga_26_1442_01a_01r_1850_01_bed	tcga_06_0882_01a_01r_1849_01_bed	tcga_12_0618_01a_01r_1849_01_bed	tcga_06_0125_02a_11r_2005_01_bed	tcga_26_5139_01a_01r_1850_01_bed	tcga_12_3652_01a_01r_1849_01_bed	tcga_32_1982_01a_01r_1850_01_bed	tcga_08_0386_01a_01r_1849_01_bed	tcga_14_1034_02b_01r_2005_01_bed	tcga_06_0644_01a_02r_1849_01_bed	tcga_19_1390_01a_01r_1850_01_bed	tcga_06_0210_02a_01r_2005_01_bed	tcga_06_5410_01a_01r_1849_01_bed	tcga_06_5859_01a_01r_1849_01_bed	tcga_06_5412_01a_01r_1849_01_bed	tcga_28_2509_01a_01r_1850_01_bed	tcga_19_2624_01a_01r_1850_01_bed	tcga_41_2571_01a_01r_1850_01_bed	tcga_06_0156_01a_02r_1849_01_bed	tcga_06_5413_01a_01r_1849_01_bed	tcga_06_0157_01a_01r_1849_01_bed	tcga_19_4065_02a_11r_2005_01_bed	tcga_06_0152_02a_01r_2005_01_bed	tcga_02_2483_01a_01r_1849_01_bed
FBXO25:ENSG00000147364:E21.1-E23.1|ENSG00000147364:E21.1-E22.1	0.86	0.86	0.89	0.37	0.89	0.92	0.92	0.87	0.72	0.94	0.88	0.9	0.92	0.82	0.97	0.93	0.83	0.85	0.59	0.95	0.8	0.83	0.86	0.76	0.88	0.97	0.82	0.81	0.76	0.82	0.71	0.82	0.37	0.56	0.83	0.88	0.16	0.8	0.94	0.94	0.95	0.89	0.19	0.7	0.92	0.88	0.76	0.8	0.9	0.71	0.97	0.84	0.92	0.9	0.97	0.85	0.85	0.92	0.87	0.53	0.88	0.93	0.83	0.58	0.89	0.9	0.79	0.82	0.57	1.0	0.8	0.17	0.94	0.85	0.92	0.94	0.81	0.8	0.79	0.88	0.94	0.58	0.82	0.62	0.83	0.66	0.93	0.9	0.82	0.8	0.93	0.39	0.84	0.77	0.79	0.83	0.79	0.92	0.82	0.88	0.8	0.78	0.87	0.87	0.8	0.41	0.87	0.8	0.88	0.88	0.8	0.77	0.85	0.79	0.79	0.98	0.7	0.44	0.58	0.44	0.85	0.64	0	0.58	0.93	0.89	0.83	0.86	0.94	0.81	0.6	0.78	0.77	0.7	0.84	0.75	0.79	0.49	0.83	0.65	0.82	0.17	0.95	0.93	0.72	0.92	1.0	0.92	0.95	0.9	0.74	0.61	0.44	0.79	0.91	0.94	0.96	0.86	0.84	0.99	0.88	0.8	0.82	0.82	0.83	0.96	0.62	0.49	0.79	0.83	0.91	0.7	0.78	0.75
SLC25A25:ENSG00000148339:E23.1-E25.1|ENSG00000148339:E24.1-E25.1	1.0	1.0	0.93	0.8	0.9	0.98	0.97	0.91	0.89	0.98	0.95	1.0	0.96	0.97	1.0	0.97	0.98	0.92	0.97	1.0	0.95	0.99	0.94	0.83	0.97	0.98	1.0	0.99	0.94	0.98	0.98	0.99	0.56	0.84	0.91	1.0	0.55	0.94	0.98	0.98	0.98	0.95	0.4	0.62	0.98	0.95	0.96	1.0	1.0	1.0	1.0	0.88	0.98	0.96	0.99	1.0	0.93	1.0	0.98	0.67	0.96	0.96	0.95	0.85	1.0	0.85	0.98	0.98	0.89	0	0.91	0.52	0.95	0	0	0.96	0.96	0	0.94	1.0	1.0	0.67	1.0	1.0	0.98	0.82	0.99	0.98	0.88	1.0	1.0	0.81	0.97	0.91	0.92	0.96	0.81	0.98	0.88	1.0	0.98	0.86	1.0	0.91	1.0	0.75	0.98	0.92	0.9	0.98	0.78	0.81	0.98	0.99	0.83	0.88	0.8	0.58	0.88	0.63	0.95	1.0	0	0.5	0.99	1.0	1.0	0.96	0.94	0.99	0.84	1.0	0.96	0.99	0.99	0.84	1.0	1.0	0.9	1.0	1.0	0.45	1.0	1.0	0.92	0.97	1.0	0.95	1.0	0.98	0.9	0.94	0.55	0.92	1.0	0.99	1.0	0.9	0.98	0.99	0.99	0.97	0.93	0.96	0.97	1.0	0.67	0.54	0.89	0.93	0.9	0.68	0.91	0.84
SLC25A25:ENSG00000148339:E23.1-E24.1|ENSG00000148339:E23.1-E25.1	0.0	0.0	0.04	0.06	0.05	0.0	0.01	0.06	0.06	0.02	0.03	0.0	0.03	0.02	0.0	0.03	0.02	0.02	0.03	0.0	0.03	0.0	0.02	0.09	0.01	0.01	0.0	0.0	0.03	0.01	0.01	0.0	0.25	0.06	0.05	0.0	0.17	0.03	0.02	0.0	0.01	0.02	0.36	0.23	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.01	0.18	0.02	0.03	0.02	0.08	0.0	0.07	0.02	0.01	0.08	0	0.05	0.29	0.0	0	0	0.01	0.03	0	0.01	0.0	0.0	0.21	0.0	0.0	0.0	0.07	0.0	0.0	0.07	0.0	0.0	0.09	0.0	0.05	0.05	0.02	0.1	0.01	0.06	0.0	0.01	0.09	0.0	0.04	0.0	0.13	0.02	0.04	0.06	0.0	0.14	0.07	0.01	0.0	0.06	0.0	0.05	0.27	0.05	0.22	0.02	0.0	0	0.32	0.0	0.0	0.0	0.02	0.03	0.01	0.09	0.0	0.04	0.0	0.01	0.07	0.0	0.0	0.05	0.0	0.0	0.26	0.0	0.0	0.03	0.02	0.0	0.02	0.0	0.0	0.06	0.04	0.25	0.04	0.0	0.01	0.0	0.06	0.02	0.01	0.0	0.0	0.04	0.02	0.01	0.0	0.09	0.31	0.06	0.03	0.05	0.19	0.0	0.09
SLC25A25:ENSG00000148339:E24.1-E25.1|ENSG00000148339:E23.1-E25.1	0.0	0.0	0.04	0.16	0.05	0.02	0.02	0.03	0.05	0.0	0.02	0.0	0.01	0.02	0.0	0.0	0.01	0.07	0.01	0.0	0.03	0.01	0.04	0.09	0.02	0.01	0.0	0.01	0.02	0.01	0.01	0.01	0.32	0.11	0.05	0.0	0.37	0.03	0.01	0.02	0.01	0.03	0.48	0.23	0.01	0.05	0.04	0.0	0.0	0.0	0.0	0.01	0.01	0.02	0.01	0.0	0.07	0.0	0.01	0.21	0.02	0.01	0.03	0.08	0.0	0.1	0.01	0.01	0.04	0	0.04	0.34	0.05	0	0	0.03	0.02	0	0.05	0.0	0.0	0.19	0.0	0.0	0.02	0.13	0.01	0.02	0.06	0.0	0.0	0.13	0.03	0.04	0.04	0.01	0.1	0.01	0.07	0.0	0.01	0.05	0.0	0.05	0.0	0.16	0.0	0.04	0.05	0.02	0.11	0.14	0.01	0.01	0.12	0.01	0.04	0.27	0.07	0.24	0.03	0.0	0	0.35	0.01	0.0	0.0	0.02	0.03	0.01	0.08	0.0	0.0	0.01	0.0	0.1	0.0	0.0	0.05	0.0	0.0	0.46	0.0	0.0	0.05	0.02	0.0	0.03	0.0	0.02	0.05	0.03	0.25	0.04	0.0	0.0	0.0	0.05	0.01	0.0	0.01	0.03	0.03	0.02	0.03	0.0	0.09	0.29	0.06	0.04	0.06	0.18	0.02	0.08
SH3GLB2:ENSG00000148341:E6.3-E8.1|ENSG00000148341:E6.3-E7.1	1.0	1.0	0.87	0.76	0.8	0.96	1.0	0.82	0.82	0.98	0.69	0.96	0.91	0.77	0.97	1.0	0.9	0.88	0.98	0.97	0.9	0.91	0.69	0.88	0.82	0.96	0.92	0.92	0.88	0.94	0.95	0.89	0.28	0.49	0.92	0.92	0.11	0.93	0.93	0.96	0.99	0.94	0.1	0.39	0.88	1.0	0.7	0.8	0.92	0.69	0.98	0.93	0.99	0.82	1.0	0.99	0.81	0.95	0.99	0.61	0.82	0.86	0.97	0.8	0.95	0.78	0.83	0.83	0.8	0.94	0.81	0.16	0.97	0.98	0.98	0.94	0.93	0.84	0.97	0.93	0.9	0.54	0.9	1.0	0.95	0.85	0.91	0.9	0.78	0.96	0.94	0.3	0.8	0.66	0.72	0.85	0.83	0.94	0.89	0.98	0.92	0.8	0.95	0.78	0.93	0.26	0.77	0.83	0.98	0.92	0.54	0.61	0.94	0.96	0.96	0.97	0.68	0.27	0.57	0.71	0.93	0.62	0.83	0.34	0.98	0.95	0.92	0.84	0.9	0.95	0.83	0.95	0.96	0.89	0.94	0.67	0.93	0.43	0.84	0.83	0.91	0.09	0.91	1.0	0.83	0.96	0.95	0.99	0.92	0.83	0.75	0.64	0.45	0.71	0.85	0.9	0.73	0.8	0.72	0.95	0.94	0.96	0.89	0.84	0.86	1.0	0.8	0.74	0.87	0.92	0.93	0.54	0.74	0.8
SH3GLB2:ENSG00000148341:E10.1-E12.1|ENSG00000148341:E11.1-E12.1	0.98	0.89	0.84	0.81	0.76	0.94	0.98	0.85	0.69	0.94	0.78	0.97	0.9	0.79	0.91	0.85	0.87	0.84	0.91	0.99	0.92	0.89	0.67	0.75	0.8	0.9	0.85	0.89	0.88	0.93	0.91	0.86	0.28	0.54	0.86	0.95	0.14	0.91	0.87	0.86	0.93	0.8	0.1	0.45	0.89	0.93	0.73	0.9	0.67	0.67	0.97	0.87	0.88	0.77	0.95	0.95	0.82	0.97	0.94	0.66	0.83	0.86	0.9	0.41	0.97	0.83	0.81	0.89	0.67	0.86	0.82	0.18	0.95	0.93	0.91	0.83	0.93	0.91	0.92	0.9	0.89	0.63	0.92	1.0	0.95	0.79	0.82	0.89	0.82	0.94	0.95	0.32	0.79	0.71	0.8	0.82	0.82	0.86	0.84	0.96	0.9	0.67	0.93	0.81	0.85	0.25	0.8	0.77	0.9	0.93	0.51	0.6	0.87	0.94	0.93	0.95	0.77	0.29	0.6	0.61	0.87	0.43	1.0	0.28	0.97	0.91	0.82	0.87	0.86	0.95	0.78	0.87	0.84	0.88	0.9	0.68	0.95	0.39	0.78	0.81	0.95	0.06	0.91	0.91	0.76	0.86	0.95	0.96	0.91	0.77	0.77	0.69	0.34	0.54	0.79	0.95	0.84	0.67	0.72	0.95	0.9	0.95	0.82	0.81	0.77	0.91	0.78	0.66	0.76	0.88	0.92	0.59	0.77	0.75
SH3GLB2:ENSG00000148341:E11.1-E12.1|ENSG00000148341:E10.1-E12.1	0.0	0.02	0.08	0.09	0.1	0.01	0.01	0.06	0.15	0.04	0.1	0.0	0.04	0.08	0.02	0.01	0.04	0.05	0.01	0.0	0.01	0.02	0.11	0.07	0.08	0.01	0.04	0.04	0.03	0.03	0.02	0.06	0.48	0.27	0.06	0.02	0.69	0.03	0.01	0.03	0.02	0.06	0.81	0.34	0.03	0.02	0.13	0.05	0.08	0.16	0.01	0.02	0.03	0.1	0.01	0.01	0.09	0.01	0.02	0.18	0.08	0.04	0.02	0.36	0.0	0.08	0.05	0.05	0.12	0.04	0.08	0.65	0.01	0.01	0.03	0.07	0.01	0.04	0.02	0.03	0.04	0.21	0.03	0.0	0.02	0.04	0.05	0.04	0.08	0.02	0.0	0.46	0.02	0.15	0.08	0.08	0.05	0.05	0.07	0.01	0.0	0.15	0.02	0.07	0.01	0.56	0.07	0.09	0.02	0.01	0.26	0.22	0.06	0.02	0.02	0.01	0.09	0.51	0.18	0.2	0.06	0.37	0.0	0.53	0.0	0.02	0.06	0.06	0.0	0.0	0.09	0.03	0.0	0.06	0.04	0.17	0.01	0.46	0.06	0.07	0.02	0.83	0.03	0.02	0.12	0.02	0.01	0.02	0.03	0.09	0.11	0.14	0.42	0.29	0.09	0.02	0.08	0.15	0.09	0.0	0.02	0.01	0.08	0.08	0.12	0.03	0.09	0.18	0.08	0.03	0.02	0.28	0.11	0.11
SH3GLB2:ENSG00000148341:E6.3-E7.1|ENSG00000148341:E6.3-E8.1	0.0	0.0	0.05	0.09	0.08	0.03	0.0	0.06	0.07	0.0	0.12	0.0	0.01	0.08	0.0	0.0	0.02	0.04	0.01	0.01	0.03	0.01	0.11	0.06	0.08	0.01	0.04	0.01	0.03	0.0	0.0	0.04	0.39	0.22	0.03	0.01	0.51	0.01	0.0	0.02	0.0	0.01	0.62	0.3	0.04	0.0	0.12	0.09	0.03	0.14	0.0	0.01	0.0	0.05	0.0	0.0	0.06	0.0	0.0	0.19	0.03	0.03	0.01	0.02	0.04	0.11	0.06	0.05	0.06	0.0	0.1	0.55	0.02	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.03	0.24	0.01	0.0	0.01	0.04	0.02	0.05	0.06	0.01	0.0	0.36	0.1	0.14	0.09	0.05	0.04	0.02	0.04	0.0	0.01	0.04	0.03	0.09	0.01	0.38	0.08	0.07	0.02	0.0	0.17	0.19	0.02	0.01	0.01	0.0	0.12	0.4	0.19	0.09	0.03	0.16	0.0	0.35	0.0	0.01	0.03	0.04	0.03	0.0	0.06	0.01	0.0	0.02	0.01	0.16	0.01	0.27	0.07	0.03	0.02	0.59	0.04	0.0	0.08	0.02	0.03	0.0	0.02	0.05	0.12	0.17	0.22	0.13	0.04	0.03	0.08	0.09	0.06	0.01	0.0	0.01	0.05	0.04	0.04	0.0	0.1	0.07	0.04	0.0	0.0	0.24	0.13	0.05
SH3GLB2:ENSG00000148341:E7.1-E8.1|ENSG00000148341:E6.3-E8.1	0.0	0.0	0.06	0.09	0.06	0.0	0.0	0.07	0.06	0.0	0.12	0.01	0.01	0.08	0.0	0.0	0.02	0.05	0.01	0.01	0.03	0.01	0.09	0.03	0.09	0.01	0.04	0.0	0.02	0.0	0.0	0.04	0.33	0.2	0.03	0.02	0.45	0.01	0.0	0.01	0.0	0.01	0.53	0.3	0.03	0.0	0.14	0.09	0.03	0.12	0.0	0.01	0.0	0.05	0.0	0.0	0.05	0.0	0.0	0.17	0.03	0.03	0.01	0.02	0.01	0.08	0.05	0.04	0.05	0.0	0.08	0.48	0.01	0.01	0.01	0.02	0.01	0.01	0.0	0.02	0.02	0.21	0.01	0.0	0.01	0.04	0.02	0.04	0.07	0.01	0.0	0.33	0.08	0.13	0.09	0.05	0.05	0.02	0.04	0.01	0.02	0.04	0.02	0.1	0.01	0.32	0.07	0.06	0.0	0.01	0.13	0.16	0.01	0.01	0.02	0.0	0.07	0.4	0.17	0.07	0.03	0.16	0.0	0.3	0.0	0.0	0.03	0.03	0.04	0.01	0.06	0.02	0.0	0.04	0.01	0.14	0.02	0.24	0.06	0.03	0.01	0.52	0.04	0.0	0.06	0.0	0.03	0.01	0.02	0.06	0.1	0.15	0.19	0.1	0.04	0.03	0.09	0.07	0.09	0.01	0.01	0.0	0.04	0.04	0.04	0.0	0.09	0.06	0.05	0.0	0.0	0.22	0.1	0.04
SH3GLB2:ENSG00000148341:E10.1-E11.1|ENSG00000148341:E10.1-E12.1	0.0	0.01	0.06	0.08	0.1	0.01	0.0	0.06	0.13	0.03	0.09	0.0	0.03	0.08	0.02	0.01	0.05	0.07	0.01	0.0	0.01	0.04	0.15	0.09	0.08	0.01	0.04	0.03	0.04	0.02	0.02	0.06	0.5	0.27	0.03	0.02	0.7	0.03	0.02	0.02	0.01	0.07	0.81	0.33	0.02	0.05	0.12	0.04	0.14	0.17	0.0	0.02	0.03	0.1	0.01	0.0	0.07	0.01	0.01	0.18	0.07	0.04	0.02	0.38	0.0	0.1	0.05	0.04	0.11	0.04	0.05	0.63	0.01	0.01	0.03	0.06	0.01	0.04	0.02	0.03	0.04	0.19	0.02	0.0	0.01	0.04	0.05	0.03	0.08	0.01	0.01	0.48	0.01	0.15	0.06	0.08	0.07	0.04	0.04	0.01	0.0	0.14	0.01	0.09	0.01	0.57	0.07	0.09	0.02	0.01	0.25	0.2	0.05	0.01	0.02	0.01	0.08	0.51	0.21	0.21	0.04	0.37	0.0	0.55	0.0	0.01	0.06	0.06	0.0	0.0	0.1	0.05	0.0	0.02	0.03	0.17	0.01	0.41	0.07	0.07	0.02	0.83	0.02	0.01	0.11	0.03	0.01	0.0	0.03	0.1	0.13	0.14	0.42	0.3	0.07	0.01	0.08	0.15	0.08	0.0	0.01	0.01	0.06	0.1	0.13	0.02	0.09	0.17	0.07	0.04	0.01	0.25	0.1	0.09
CAMK2G:ENSG00000148660:E20.1-E25.1|ENSG00000148660:E20.1-E29.1	0.03	0.0	0.09	0.34	0.13	0.09	0.04	0.05	0.04	0.0	0.09	0.02	0.04	0.04	0.06	0.04	0.05	0.02	0.11	0.0	0.03	0.03	0.1	0.02	0.04	0.03	0.05	0.03	0.1	0.02	0.05	0.11	0.32	0.12	0.08	0.07	0.54	0.07	0.03	0.05	0.0	0.02	0.48	0.11	0.14	0.0	0.15	0.1	0.07	0.26	0.04	0.06	0.01	0.09	0.0	0.04	0.05	0.03	0.05	0.16	0.08	0.0	0.0	0.03	0.04	0.05	0.05	0.12	0.11	0.0	0.19	0.58	0.04	0.03	0.07	0.02	0.03	0.12	0.09	0.05	0.03	0.12	0.07	0.07	0.02	0.08	0.1	0.08	0.08	0.06	0.07	0.32	0.07	0.09	0.09	0.06	0.07	0.03	0.06	0.01	0.0	0.1	0.01	0.13	0.06	0.4	0.12	0.03	0.09	0.08	0.04	0.06	0.07	0.0	0.02	0.04	0.21	0.38	0.15	0.15	0.05	0.09	0	0.37	0.0	0.0	0.04	0.06	0.0	0.0	0.13	0.03	0.06	0.1	0.01	0.11	0.0	0.13	0.07	0.04	0.07	0.45	0.06	0.09	0.09	0.06	0.17	0.02	0.03	0.07	0.1	0.12	0.15	0.12	0.08	0.0	0.1	0.03	0.15	0.0	0.01	0.03	0.13	0.06	0.07	0.02	0.08	0.21	0.05	0.09	0.01	0.38	0.09	0.04
NCAM1:ENSG00000149294:E87.1-E88.1|ENSG00000149294:E87.1-E89.1	0.06	0.08	0.1	0.53	0.09	0.07	0.08	0.15	0.06	0.07	0.04	0.04	0.06	0.15	0.08	0.09	0.12	0.14	0.14	0.04	0.17	0.08	0.1	0.12	0.09	0.07	0.06	0.08	0.11	0.1	0.1	0.07	0.39	0.19	0.22	0.09	0.41	0.15	0.07	0.07	0.07	0.08	0.47	0.14	0.06	0.12	0.12	0.11	0.09	0.16	0.04	0.13	0.05	0.04	0.06	0.05	0.06	0.04	0.05	0.13	0.08	0.06	0.12	0.08	0.05	0.1	0.05	0.07	0.2	0.04	0.09	0.48	0.1	0.08	0.0	0.07	0.12	0.02	0.17	0.04	0.06	0.14	0.12	0.08	0.04	0.16	0.07	0.12	0.1	0.05	0.06	0.27	0.04	0.15	0.12	0.14	0.16	0.08	0.09	0.05	0.05	0.14	0.1	0.11	0.14	0.32	0.04	0.13	0.1	0.11	0.07	0.09	0.04	0.08	0.11	0.06	0.13	0.29	0.16	0.19	0.09	0.17	0.05	0.31	0.05	0.04	0.11	0.05	0.06	0.06	0.13	0.18	0.04	0.09	0.07	0.17	0.14	0.14	0.11	0.06	0.11	0.47	0.05	0.07	0.19	0.06	0.13	0.1	0.08	0.1	0.2	0.17	0.29	0.12	0.05	0.05	0.11	0.1	0.06	0.09	0.09	0.12	0.15	0.13	0.1	0.05	0.16	0.37	0.2	0.1	0.07	0.26	0.12	0.14
NCAM1:ENSG00000149294:E87.1-E89.1|ENSG00000149294:E88.2-E89.1	0.85	0.82	0.76	0.32	0.83	0.84	0.89	0.73	0.83	0.89	0.85	0.89	0.85	0.76	0.85	0.83	0.77	0.77	0.74	0.9	0.75	0.8	0.79	0.77	0.81	0.84	0.89	0.83	0.8	0.82	0.81	0.84	0.44	0.64	0.67	0.81	0.43	0.74	0.84	0.85	0.86	0.85	0.38	0.74	0.87	0.81	0.77	0.8	0.82	0.71	0.89	0.77	0.87	0.88	0.85	0.88	0.84	0.88	0.88	0.78	0.81	0.87	0.8	0.81	0.88	0.79	0.86	0.87	0.67	0.88	0.84	0.37	0.82	0.83	0.75	0.86	0.75	0.91	0.73	0.86	0.83	0.67	0.79	0.85	0.83	0.71	0.84	0.75	0.77	0.82	0.86	0.55	0.89	0.75	0.77	0.73	0.74	0.84	0.82	0.89	0.86	0.76	0.82	0.8	0.75	0.5	0.86	0.72	0.8	0.79	0.83	0.78	0.87	0.8	0.82	0.83	0.74	0.6	0.7	0.67	0.8	0.7	0.87	0.51	0.88	0.92	0.76	0.85	0.87	0.86	0.76	0.7	0.9	0.8	0.81	0.72	0.74	0.72	0.79	0.77	0.8	0.38	0.88	0.87	0.68	0.86	0.78	0.78	0.83	0.8	0.66	0.7	0.58	0.78	0.86	0.86	0.82	0.81	0.86	0.79	0.83	0.78	0.78	0.77	0.77	0.88	0.71	0.5	0.69	0.8	0.81	0.54	0.78	0.69
